TIME,SATS,LATITUDE,LONGITUDE,ALT,COURSE,SPEED,PRESSURE,INTTEMP,EXTTEMP,HUMIDITY,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ
16520400,11,31.91397,-98.600021,1412.4,16.45,0.01,1003.74,19.25,12.5,0,-12.27,-6.77,2.87,-0.05,0.11,0.69,1.77,-4.2,3.43
16520400,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.31,12.5,0,-12.15,-6.77,3.05,-0.06,0.09,0.63,1.77,-4.19,3.43
16520500,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.25,12.5,52.9,-12.39,-6.77,2.81,-0.03,0.07,0.65,1.77,-4.21,3.44
16520600,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.25,12.5,52.9,-12.21,-6.65,2.44,-0.09,0.12,0.65,1.73,-4.19,3.46
16520700,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.31,12.75,53.2,-12.39,-6.59,2.62,-0.1,0.04,0.67,1.74,-4.19,3.46
16520700,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.25,12.75,53.2,-12.15,-6.84,2.62,-0.11,-0.04,0.67,1.74,-4.14,3.47
16520800,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.31,12.75,53,-12.45,-6.9,2.69,-0.1,-0.01,0.69,1.73,-4.17,3.48
16520900,11,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.25,12.75,53.6,-12.27,-6.84,2.44,-0.09,0.02,0.65,1.72,-4.17,3.47
16521000,10,31.91397,-98.600021,1412.4,16.45,0,1003.5,19.31,12.5,53.6,-12.27,-6.77,2.87,-0.08,0.01,0.66,1.77,-4.15,3.46
16521000,10,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.31,12.5,53,-12.15,-6.84,2.38,-0.1,0.04,0.68,1.77,-4.14,3.47
16521000,10,31.91397,-98.600021,1412.4,16.45,0,1003.74,19.31,12.5,53.6,-12.15,-6.84,2.62,-0.1,0.03,0.63,1.79,-4.15,3.45
16521200,11,31.913969,-98.600021,1412.07,16.45,0.21,1003.74,19.31,12.5,53.6,-12.15,-6.84,2.56,-0.04,-0.01,0.67,1.81,-4.17,3.45
16521300,11,31.913967,-98.600021,1412.73,16.45,0.21,1003.74,19.31,12.5,53.5,-12.33,-6.53,2.87,-0.02,0.03,0.66,1.85,-4.13,3.45
16521300,11,31.913967,-98.600021,1412.73,16.45,0.13,1003.74,19.31,12.5,53.5,-12.08,-6.59,2.5,-0.04,0.06,0.66,1.81,-4.14,3.44
16521400,11,31.913965,-98.600021,1412.73,16.45,0.21,1003.74,19.31,12.5,53.2,-12.39,-6.59,2.56,-0.05,0.02,0.69,1.82,-4.15,3.46
16521500,11,31.913961,-98.600021,1413.39,16.45,0.16,1003.5,19.31,12.5,53.5,-12.27,-6.53,2.5,-0.08,0.04,0.67,1.79,-4.15,3.46
16521500,11,31.913961,-98.600021,1413.39,16.45,0.16,1003.5,19.31,12.75,53.5,-12.63,-6.71,2.69,-0.06,0.03,0.66,1.78,-4.14,3.44
16521700,10,31.913963,-98.600021,1413.39,16.45,0.01,1003.74,19.25,12.5,53.5,-12.33,-6.96,2.44,-0.07,0.02,0.66,1.78,-4.14,3.45
16521700,10,31.913963,-98.600021,1413.39,16.45,0.01,1003.74,19.31,12.5,53.2,-12.33,-6.96,2.62,-0.06,0.03,0.66,1.77,-4.16,3.45
16521800,11,31.913961,-98.600021,1413.39,16.45,0,1003.9,19.31,12.5,53.5,-12.21,-6.53,2.69,-0.07,0.02,0.68,1.77,-4.15,3.46
16521900,11,31.913961,-98.600021,1413.39,16.45,0,1003.9,19.31,12.5,53.5,-12.15,-6.9,2.62,-0.04,0.03,0.68,1.78,-4.14,3.44
16521900,11,31.913961,-98.600021,1413.39,16.45,0,1003.9,19.31,12.5,53.5,-12.15,-6.65,2.75,-0.06,0.01,0.65,1.77,-4.14,3.45
16522000,11,31.913961,-98.600021,1413.39,16.45,0,1003.9,19.31,12.5,53.2,-12.39,-6.84,2.75,-0.04,0.01,0.68,1.78,-4.16,3.46
16522100,10,31.913961,-98.600021,1413.39,16.45,0,1003.9,19.31,12.5,53.2,-12.45,-6.9,2.38,0.01,0.02,0.65,1.82,-4.14,3.44
16522200,10,31.913959,-98.600021,1413.39,16.45,0.15,1003.9,19.31,12.5,53.1,-12.45,-7.14,2.62,0,0,0.67,1.75,-4.2,3.46
16522200,10,31.913959,-98.600021,1413.39,16.45,0.15,1003.9,19.25,12.5,53.1,-12.45,-6.77,2.62,-0.03,0.02,0.66,1.7,-4.25,3.46
16522300,10,31.913961,-98.600021,1412.73,16.45,0.15,1004.13,19.31,12.5,53,-12.08,-6.84,2.56,-0.02,0.01,0.66,1.71,-4.24,3.47
16522400,10,31.913959,-98.600021,1412.73,16.45,0.24,1003.9,19.31,12.5,53.5,-12.27,-6.9,2.81,0.02,-0.01,0.66,1.72,-4.24,3.45
16522500,10,31.913957,-98.600013,1412.07,16.45,0.24,1004.13,19.31,12.5,53.5,-12.57,-6.96,2.44,0.01,0.03,0.66,1.72,-4.29,3.45
16522500,10,31.913957,-98.600013,1412.07,16.45,0.24,1004.13,19.31,12.5,53.2,-12.45,-6.9,2.56,0,0,0.66,1.7,-4.28,3.45
16522600,10,31.913957,-98.600013,1412.07,16.45,0.01,1004.13,19.31,12.75,53.5,-12.15,-6.71,2.26,-0.02,-0.01,0.66,1.7,-4.32,3.47
16522700,10,31.913957,-98.600013,1412.07,16.45,0,1004.13,19.31,14,53.6,-12.33,-6.77,2.62,0.01,0,0.65,1.71,-4.29,3.46
16522800,10,31.913959,-98.600021,1411.75,16.45,0,1004.13,19.31,14,53.5,-12.15,-6.84,2.75,0.05,0,0.67,1.76,-4.2,3.45
16522800,10,31.913959,-98.600021,1411.75,16.45,0.09,1004.13,19.31,13.75,53.5,-12.51,-6.77,2.56,0.05,-0.01,0.61,1.75,-4.24,3.44
16522900,10,31.913959,-98.600013,1411.75,16.45,0.36,1003.9,19.31,13.75,53.2,-12.51,-6.59,2.87,0.01,0.03,0.62,1.71,-4.38,3.47
16523000,10,31.913957,-98.600013,1411.75,16.45,0.31,1004.13,19.37,14.5,53.5,-12.15,-7.08,2.44,0,0.01,0.68,1.69,-4.29,3.47
16523000,10,31.913957,-98.600013,1411.75,16.45,0.31,1003.9,19.31,14.25,53.5,-12.51,-6.84,2.75,-0.03,0.02,0.62,1.69,-4.28,3.47
16523100,10,31.913957,-98.600013,1411.42,16.45,0.22,1003.9,19.31,14,53.5,-12.39,-6.47,2.56,-0.01,0.02,0.67,1.7,-4.3,3.46
16523200,10,31.913957,-98.600013,1411.09,16.45,0.22,1004.13,19.31,13.25,53,-12.27,-7.02,2.99,-0.06,-0.05,0.62,1.65,-4.24,3.5
16523300,10,31.913957,-98.600006,1410.76,16.45,0.33,1003.9,19.31,14,53.5,-11.96,-6.71,2.62,-0.03,0.01,0.64,1.72,-4.26,3.46
16523400,10,31.913959,-98.600006,1410.43,16.45,0.33,1003.9,19.31,13.75,53.5,-12.21,-6.71,2.62,0.04,-0.01,0.68,1.76,-4.19,3.45
16523400,10,31.913959,-98.600006,1410.43,16.45,0.33,1003.9,19.31,13.5,53.5,-12.33,-6.47,2.44,0.04,0.02,0.68,1.77,-4.18,3.43
16523500,10,31.913957,-98.599998,1410.43,16.45,0.15,1003.9,19.31,13.25,52.9,-12.21,-6.65,2.81,0.05,0.02,0.65,1.76,-4.23,3.44
16523600,10,31.913957,-98.599998,1410.76,16.45,0.15,1003.9,19.37,13.5,52.9,-12.21,-6.84,2.44,0.07,0.01,0.65,1.78,-4.23,3.43
16523700,10,31.913957,-98.599998,1410.76,16.45,0,1003.9,19.31,13.25,53,-12.39,-6.9,2.38,-0.02,0.02,0.66,1.68,-4.27,3.48
16523700,10,31.913957,-98.599998,1410.76,16.45,0,1003.9,19.31,13,53,-12.27,-6.77,2.44,0.01,0.12,0.69,1.73,-4.25,3.45
16523800,10,31.913957,-98.599998,1411.09,16.45,0,1003.9,19.37,13.25,52.9,-12.21,-6.77,2.87,0.12,0.01,0.63,1.78,-4.28,3.44
16523900,10,31.913957,-98.599998,1411.09,16.45,0.06,1003.9,19.31,13,53.4,-12.39,-6.77,2.81,0.33,0.03,0.69,1.93,-4.42,3.42
16524000,10,31.913955,-98.599998,1410.76,16.45,0.06,1003.9,19.31,13,53.4,-12.33,-6.47,2.81,0.05,0.07,0.65,1.73,-4.32,3.45
16524000,10,31.913955,-98.599998,1410.76,16.45,0.06,1003.9,19.37,13,53,-12.39,-6.9,2.38,0.06,-0.03,0.66,1.83,-4.13,3.46
16524100,10,31.913955,-98.59999,1410.43,16.45,0.06,1003.9,19.37,13.25,53,-12.39,-6.84,2.5,0,0.07,0.71,2.02,-4.16,3.44
16524200,10,31.913957,-98.599998,1410.43,16.45,0,1003.9,19.31,13,53,-12.27,-6.53,2.69,-0.15,0.01,0.77,2,-4.19,3.42
16524300,10,31.913957,-98.59999,1409.12,16.45,0,1003.9,19.31,13,53,-12.08,-6.9,2.81,-0.02,0.03,1.01,2.06,-4.16,3.44
16524300,10,31.913957,-98.59999,1409.12,16.45,0.24,1003.74,19.31,13,52.8,-12.45,-6.9,2.32,-0.04,-0.01,0.81,2.14,-4.27,3.45
16524400,10,31.913959,-98.599998,1409.12,16.45,0.45,1003.5,19.37,13,53.4,-12.08,-6.96,2.38,0,-0.05,0.71,2.16,-4.21,3.49
16524500,11,31.913963,-98.599998,1407.48,16.45,0.52,1003.35,19.37,12.75,53.4,-12.08,-6.96,2.69,0,0.04,0.71,1.89,-4.15,3.43
16524500,11,31.913963,-98.599998,1407.48,16.45,0.52,1003.11,19.37,12.75,53.4,-12.33,-6.77,2.81,-0.03,0.04,0.6,1.7,-4.25,3.44
