TIME,SATS,LATITUDE,LONGITUDE,ALT,COURSE,SPEED,PRESSURE,INTTEMP,EXTTEMP,HUMIDITY,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ
18170500,9,31.391746,-97.204078,66010.83,118.28,18.08,80.94,4.63,-54.75,62.1,-12.27,-6.71,2.44,-0.04,0.01,0.66,1.73,-4.29,3.58
18170500,9,31.391746,-97.204078,66010.83,118.28,18.08,80.94,4.63,-54.75,62.1,-12.33,-7.26,2.69,-0.04,0.01,0.66,1.76,-4.33,3.55
18170600,10,31.391721,-97.203994,66023.63,112.26,18.55,81.09,4.56,-55,62.1,-12.39,-7.08,2.75,-0.05,0.01,0.67,1.76,-4.41,3.57
18170700,10,31.391695,-97.203918,66038.39,112.26,18.55,81.09,4.63,-55,61.8,-12.45,-7.08,2.75,-0.05,0,0.66,1.76,-4.53,3.62
18170800,10,31.39166,-97.203826,66054.79,118.25,21.59,81.09,4.63,-55,62.2,-12.39,-7.14,2.32,-0.05,0.01,0.65,1.79,-4.59,3.64
18170900,10,31.391624,-97.20375,66067.59,118.25,21.59,81.09,4.63,-55,62.2,-12.33,-6.9,2.69,-0.04,0.01,0.66,1.83,-4.58,3.63
18170900,10,31.391624,-97.20375,66067.59,118.25,21.59,80.94,4.63,-55,61.6,-12.39,-6.96,2.44,-0.04,0,0.66,1.87,-4.58,3.6
18171000,10,31.391586,-97.203674,66081.37,117.31,18.67,80.94,4.63,-55,62.1,-12.02,-6.77,2.5,-0.04,0,0.63,1.92,-4.55,3.57
18171100,10,31.391553,-97.203598,66094.5,117.31,18.67,80.94,4.63,-54.75,62.1,-12.39,-7.26,2.44,-0.04,0.01,0.62,1.98,-4.51,3.55
18171200,10,31.391511,-97.203506,66105.32,121.26,22.81,80.7,4.63,-54.75,61.8,-12.39,-7.02,2.44,-0.04,0,0.67,2.1,-4.54,3.58
18171200,10,31.391511,-97.203506,66105.32,121.26,22.81,80.94,4.63,-54.75,61.8,-12.45,-6.96,2.56,-0.05,0.01,0.66,2.2,-4.52,3.61
18171300,10,31.391452,-97.203414,66116.14,121.26,22.81,80.94,4.63,-54.75,61.8,-12.21,-6.96,2.44,-0.05,0,0.66,2.24,-4.5,3.62
18171400,10,31.391391,-97.203323,66126.32,128.22,24.97,80.7,4.63,-54.75,62.1,-12.33,-6.84,2.56,-0.05,0,0.7,2.21,-4.44,3.59
18171500,10,31.391336,-97.203231,66135.83,128.22,24.97,80.94,4.63,-55,62.1,-12.45,-6.84,2.56,-0.05,0,0.69,2.15,-4.37,3.55
18171500,10,31.391336,-97.203231,66135.83,128.22,24.97,80.94,4.63,-55,61.7,-12.45,-6.84,2.62,-0.04,0,0.66,2.11,-4.35,3.54
18171600,10,31.39129,-97.203147,66144.35,128.22,24.97,80.7,4.63,-55,61.7,-12.45,-6.65,2.62,-0.04,0.01,0.68,2.13,-4.23,3.56
18171700,10,31.391241,-97.203056,66144.35,123.13,23.88,80.7,4.63,-55,61.7,-12.33,-7.14,2.56,-0.05,0.01,0.63,2.09,-4.09,3.63
18171800,10,31.391189,-97.202957,66163.72,123.13,23.88,80.7,4.63,-54.75,61.7,-12.51,-7.08,2.62,-0.04,0,0.65,2.05,-4.04,3.63
18171800,10,31.391189,-97.202957,66163.72,122.46,23.44,80.7,4.63,-55,61.7,-12.27,-6.53,2.26,-0.05,0,0.72,2.01,-4.12,3.56
18171900,10,31.391147,-97.202873,66163.72,118.22,20.4,80.54,4.63,-55,61.7,-12.7,-6.77,2.38,-0.05,0,0.67,1.99,-4.25,3.52
18172000,10,31.391132,-97.202781,66187.67,106.94,18.42,80.7,4.69,-55,62.1,-12.27,-6.96,2.56,-0.05,0,0.67,1.96,-4.25,3.53
18172000,10,31.391132,-97.202781,66187.67,106.94,18.42,80.7,4.63,-55,62.1,-12.39,-7.02,2.44,-0.05,0,0.7,1.89,-4.18,3.53
18172100,9,31.391111,-97.202697,66198.82,108.31,20.27,80.3,4.63,-55,62.1,-12.27,-7.14,2.44,-0.04,0,0.65,1.77,-4.11,3.61
18172200,10,31.391077,-97.202606,66210.96,108.31,20.27,80.7,4.63,-54.75,61.7,-12.57,-6.9,2.69,-0.05,0.01,0.62,1.73,-4.17,3.61
18172300,10,31.39104,-97.202514,66223.1,113.63,20.84,80.54,4.69,-54.75,62,-12.39,-6.96,2.5,-0.04,0,0.64,1.83,-4.28,3.55
18172400,10,31.391012,-97.20243,66235.57,113.63,20.84,80.54,4.63,-55,62,-12.27,-6.9,2.56,-0.04,0,0.62,1.9,-4.29,3.51
18172400,10,31.391012,-97.20243,66235.57,113.63,20.84,80.3,4.69,-54.75,62,-12.39,-7.08,2.44,-0.05,0,0.7,1.83,-4.28,3.52
18172500,10,31.390977,-97.202339,66235.57,116.5,20.67,80.54,4.63,-55,62.1,-12.51,-6.96,2.69,-0.04,0.01,0.69,1.67,-4.27,3.62
18172600,10,31.390926,-97.202255,66251.64,116.5,20.67,80.3,4.63,-55,62.1,-12.57,-6.71,2.44,-0.04,0,0.63,1.62,-4.24,3.68
18172700,10,31.390867,-97.202171,66262.14,125.8,23.12,80.54,4.63,-55,61.5,-12.39,-7.14,2.56,-0.05,0,0.72,1.7,-4.31,3.6
18172700,10,31.390867,-97.202171,66262.14,125.8,23.12,80.54,4.69,-55,61.5,-12.27,-7.08,2.32,-0.05,0,0.71,1.78,-4.3,3.54
18172800,10,31.390819,-97.202087,66273.3,125.8,23.12,80.3,4.63,-55,61.6,-12.45,-7.02,2.38,-0.05,0,0.67,1.83,-4.32,3.54
18172900,10,31.390769,-97.201995,66287.4,120.24,22.53,80.3,4.63,-55,62,-12.39,-6.77,2.26,-0.05,0,0.7,1.76,-4.32,3.55
18173000,10,31.390718,-97.201904,66295.6,120.24,22.53,80.3,4.63,-55.25,62,-12.51,-6.84,2.44,-0.04,0,0.67,1.66,-4.24,3.64
18173000,10,31.390718,-97.201904,66295.6,120.24,22.53,80.3,4.69,-55,61.6,-12.27,-7.14,2.26,-0.04,0,0.62,1.62,-4.17,3.68
18173100,10,31.390661,-97.20182,66295.6,125.74,23.92,80.15,4.63,-55,61.6,-12.15,-6.9,2.38,-0.04,0,0.68,1.71,-4.16,3.61
18173200,10,31.390607,-97.201721,66295.6,120.87,23.27,80.3,4.69,-55,61.6,-12.51,-6.71,2.69,-0.05,0,0.68,1.84,-4.24,3.54
18173300,10,31.390575,-97.201629,66334,116.04,21.4,80.15,4.69,-55,62,-12.51,-7.32,2.26,-0.04,0,0.67,1.91,-4.26,3.52
18173300,10,31.390575,-97.201629,66334,116.04,21.4,80.15,4.69,-55,62,-12.57,-7.08,2.5,-0.04,0.01,0.68,1.89,-4.23,3.51
18173400,10,31.39056,-97.201538,66345.15,116.04,21.4,80.15,4.69,-55,61.6,-12.21,-7.14,2.5,-0.04,0,0.67,1.92,-4.16,3.55
18173500,10,31.390537,-97.201454,66355.97,112.97,20.46,80.15,4.69,-55,62,-12.33,-6.84,2.44,-0.05,0.01,0.63,2.01,-4.11,3.59
18173600,10,31.390501,-97.20137,66365.82,112.97,20.46,80.15,4.63,-55.25,62,-12.27,-6.84,2.62,-0.04,0,0.64,2.07,-4.14,3.57
18173700,10,31.390468,-97.201286,66375.99,118.7,20.67,80.15,4.69,-55,62,-12.39,-6.96,2.56,-0.04,0,0.62,2.05,-4.32,3.51
18173700,10,31.390468,-97.201286,66375.99,118.7,20.67,79.91,4.69,-55.25,61.6,-12.27,-7.08,2.81,-0.04,0.01,0.63,2.06,-4.43,3.52
18173800,10,31.390436,-97.20121,66375.99,123.02,18.01,79.75,4.69,-55.25,61.8,-12.7,-6.96,2.81,-0.04,0,0.69,2.1,-4.53,3.57
18173900,10,31.390386,-97.201141,66398.3,131.98,20.7,80.15,4.69,-55.25,61.8,-12.39,-6.84,2.5,-0.05,0,0.68,2.03,-4.67,3.64
18173900,10,31.390386,-97.201141,66398.3,131.98,20.7,80.15,4.69,-55.25,61.8,-12.39,-6.9,2.56,-0.04,0,0.66,1.89,-4.67,3.67
18174000,10,31.390323,-97.201065,66409.46,131.98,20.7,79.91,4.69,-55.25,61.4,-12.51,-6.53,2.56,-0.04,0,0.71,1.81,-4.6,3.64
18174100,10,31.390262,-97.200996,66420.28,131.98,20.7,79.91,4.69,-55.25,61.4,-12.33,-6.9,2.62,-0.04,0.01,0.69,1.81,-4.41,3.55
18174200,10,31.390209,-97.20092,66432.09,128.57,19.74,79.91,4.69,-55.25,61.4,-12.51,-7.08,2.5,-0.04,0,0.67,1.79,-4.27,3.55
18174300,9,31.390153,-97.200851,66445.54,128.57,19.74,79.91,4.69,-55.25,61.4,-11.96,-7.02,2.5,-0.03,0,0.65,1.87,-4.11,3.58
18174300,9,31.390153,-97.200851,66445.54,128.57,19.74,79.52,4.69,-55.25,61.2,-12.39,-7.02,2.62,-0.03,0,0.62,2.09,-4.11,3.63
18174400,10,31.390089,-97.200775,66460.96,133.88,22.81,79.75,4.69,-55.25,61.7,-12.39,-7.02,2.56,-0.02,0.01,0.65,2.29,-4.31,3.65
18174500,10,31.390035,-97.200698,66475.72,133.88,22.81,79.91,4.69,-55.5,61.7,-12.33,-6.77,2.62,-0.04,0,0.72,2.21,-4.45,3.57
18174500,10,31.390035,-97.200698,66475.72,124.94,22.46,79.52,4.69,-55.5,61.7,-12.45,-6.96,2.75,-0.03,0.01,0.67,2.08,-4.48,3.53
18174600,10,31.390007,-97.200599,66475.72,112.79,22.2,79.91,4.69,-55.5,61.7,-12.51,-7.14,2.5,-0.03,0,0.69,1.82,-4.46,3.56
18174700,10,31.38998,-97.200508,66475.72,112.99,20.7,79.52,4.69,-55.5,61.3,-12.51,-6.59,2.38,-0.03,0,0.7,1.73,-4.23,3.59
18174800,10,31.389942,-97.200431,66521.33,120.71,21.12,79.75,4.69,-55.5,61.7,-12.63,-7.02,2.62,-0.02,0,0.67,2.06,-4.14,3.59
18174900,10,31.389898,-97.200347,66536.1,120.71,21.12,79.75,4.69,-55.5,61.7,-12.21,-6.71,2.69,-0.02,0,0.66,2.23,-4.3,3.59
18174900,10,31.389898,-97.200347,66536.1,120.71,21.12,79.52,4.69,-55.5,61.1,-12.27,-7.14,2.44,-0.02,0,0.65,2.18,-4.51,3.58
18175000,10,31.389865,-97.200263,66550.2,112.02,20.76,79.75,4.69,-55.5,61.6,-12.27,-6.77,2.32,-0.02,0,0.61,2.01,-4.55,3.56
18175100,10,31.389839,-97.20018,66564.64,112.02,20.76,79.75,4.69,-55.5,61.6,-12.21,-6.84,2.38,-0.02,0.01,0.65,1.8,-4.4,3.55
18175200,10,31.389806,-97.200111,66578.75,115.05,18.5,79.36,4.75,-55.75,61.6,-12.15,-7.08,2.5,-0.02,0,0.68,2.09,-4.15,3.58
18175200,10,31.389806,-97.200111,66578.75,115.05,18.5,79.52,4.75,-55.75,61.6,-12.21,-7.2,2.56,-0.01,0,0.66,2.25,-4.47,3.61
18175300,10,31.38976,-97.20005,66578.75,134.49,16.61,79.52,4.69,-55.75,60.9,-12.45,-6.84,2.69,-0.02,0,0.71,2.02,-4.68,3.65
18175400,10,31.389717,-97.199996,66603.35,127.89,17.96,79.36,4.75,-55.5,61.5,-12.45,-6.77,2.62,-0.02,0.01,0.71,1.77,-4.53,3.61
18175400,10,31.389717,-97.199996,66603.35,127.89,17.96,79.36,4.69,-55.75,61.5,-12.51,-6.96,2.62,-0.03,0,0.66,1.78,-4.31,3.54
18175500,10,31.38968,-97.19992,66617.46,127.89,17.96,79.52,4.75,-55.75,61.1,-12.57,-6.96,2.32,-0.03,0.01,0.66,1.98,-4.2,3.54
18175600,10,31.389646,-97.199851,66630.91,127.89,17.96,79.52,4.75,-55.75,61.1,-12.27,-6.77,2.56,-0.02,0,0.63,2.24,-4.51,3.63
18175700,10,31.389608,-97.19979,66645.35,127.68,16.46,79.12,4.75,-55.75,61.1,-12.57,-6.53,2.26,-0.03,0,0.65,1.92,-4.7,3.68
18175800,10,31.38957,-97.199722,66660.44,127.68,16.46,79.12,4.69,-55.75,61.1,-12.39,-6.84,2.44,-0.03,0,0.72,1.74,-4.53,3.63
18175800,10,31.38957,-97.199722,66660.44,127.68,16.46,79.36,4.75,-56,61.1,-12.39,-6.9,2.5,-0.03,0,0.69,1.71,-4.38,3.58
18175900,10,31.389535,-97.19963,66660.44,111.4,23.4,79.36,4.75,-56,61.1,-12.21,-6.77,2.38,-0.03,0,0.68,1.79,-4.25,3.56
18180000,10,31.389511,-97.199531,66690.95,105,21.85,79.36,4.75,-56,61.5,-12.63,-6.84,2.75,-0.04,0,0.72,2.02,-4.24,3.53
18180000,10,31.389511,-97.199531,66690.95,105,21.85,79.36,4.69,-56,61.5,-12.33,-7.02,2.56,-0.04,0,0.69,2.2,-4.4,3.57
18180100,10,31.389484,-97.19944,66706.37,110.6,18.53,79.12,4.75,-56,61.5,-12.39,-7.02,2.75,-0.03,0.01,0.63,2.07,-4.64,3.64
18180200,10,31.38945,-97.199363,66721.46,110.6,18.53,79.12,4.75,-56,61.1,-12.15,-7.26,2.44,-0.04,0,0.65,1.9,-4.61,3.61
18180300,10,31.389419,-97.199272,66735.57,110.3,21.9,79.12,4.75,-56,61.5,-12.45,-7.02,2.26,-0.03,0,0.65,1.81,-4.53,3.6
18180400,10,31.389396,-97.199172,66748.36,110.3,21.9,79.12,4.75,-56,61.5,-12.15,-6.84,2.26,-0.04,0,0.63,1.76,-4.38,3.56
18180400,10,31.389396,-97.199172,66748.36,110.3,21.9,78.96,4.75,-56,60.9,-12.21,-6.77,2.5,-0.04,0,0.63,1.8,-4.25,3.54
18180500,10,31.389366,-97.199081,66748.36,112.58,19.76,78.96,4.75,-56,61.5,-12.63,-7.02,2.44,-0.03,0,0.65,2.04,-4.23,3.54
18180600,10,31.389328,-97.199005,66772.32,112.58,19.76,79.12,4.75,-56,61.5,-12.33,-6.96,2.38,-0.03,0.01,0.64,2.21,-4.37,3.58
18180700,10,31.389284,-97.198936,66786.1,126.53,20.55,78.96,4.69,-56.25,61.2,-12.21,-7.2,2.38,-0.04,0.01,0.66,2.15,-4.54,3.59
18180700,10,31.389284,-97.198936,66786.1,126.53,20.55,78.96,4.75,-56,61.2,-12.39,-6.71,2.56,-0.04,0,0.67,2.02,-4.6,3.6
18180800,10,31.389234,-97.198852,66798.56,126.53,20.55,78.96,4.75,-56,61.1,-12.57,-6.84,2.5,-0.04,0,0.68,1.87,-4.57,3.59
18180900,9,31.389186,-97.198768,66810.04,121.86,22.28,78.96,4.75,-56,61.6,-12.27,-6.96,2.56,-0.04,0.01,0.67,1.75,-4.45,3.58
18181000,10,31.389135,-97.198684,66822.18,121.86,22.28,78.96,4.75,-56.25,61.6,-12.51,-6.96,2.38,-0.04,0,0.69,1.75,-4.2,3.58
18181000,10,31.389135,-97.198684,66822.18,121.86,22.28,78.96,4.75,-56.25,61.2,-12.27,-6.59,2.62,-0.03,0.01,0.67,1.91,-4.11,3.6
18181100,10,31.389081,-97.198608,66834.98,121.86,22.28,78.57,4.75,-56.25,61.2,-12.27,-6.77,2.32,-0.03,0.01,0.65,2.19,-4.23,3.58
18181200,10,31.389032,-97.198532,66847.78,122.51,20.99,78.81,4.75,-56.25,61.2,-12.15,-6.84,2.32,-0.04,0,0.66,2.22,-4.48,3.6
18181300,10,31.388992,-97.19844,66860.24,122.51,20.99,78.81,4.75,-56.25,61.2,-12.57,-6.96,2.5,-0.03,0.01,0.64,2.04,-4.6,3.6
18181300,10,31.388992,-97.19844,66860.24,113.89,20.79,78.81,4.81,-56.25,61.2,-12.45,-7.02,2.99,-0.03,0.01,0.63,1.88,-4.56,3.59
18181400,10,31.388963,-97.198348,66860.24,107.99,20.35,78.81,4.75,-56.25,61.2,-12.27,-6.77,2.56,-0.03,0,0.64,1.7,-4.38,3.59
18181500,10,31.38894,-97.198257,66884.52,106.44,19.92,78.81,4.75,-56.25,61.6,-12.33,-6.9,2.62,-0.03,0,0.66,1.81,-4.17,3.59
18181500,10,31.38894,-97.198257,66884.52,106.44,19.92,78.81,4.75,-56.25,61.6,-12.45,-7.02,2.62,-0.03,0,0.67,2,-4.16,3.54
18181600,10,31.388917,-97.198165,66896.66,103.84,20.33,78.81,4.75,-56.25,61.6,-12.33,-7.2,2.69,-0.03,0,0.66,2.16,-4.35,3.55
18181700,10,31.3889,-97.198074,66909.78,103.84,20.33,78.81,4.81,-56.25,61.2,-12.27,-7.2,2.5,-0.03,0,0.66,2.11,-4.56,3.58
18181800,10,31.388881,-97.197975,66922.9,104.32,20.7,78.81,4.75,-56.25,61.6,-12.39,-7.14,2.75,-0.03,0.01,0.66,1.91,-4.6,3.59
18181900,10,31.38886,-97.197891,66935.37,104.32,20.7,78.81,4.81,-56.25,61.6,-12.63,-6.96,2.32,-0.03,0,0.65,1.72,-4.42,3.59
18181900,10,31.38886,-97.197891,66935.37,104.32,20.7,78.57,4.75,-56.5,61.2,-12.57,-7.2,2.56,-0.04,0,0.64,1.73,-4.25,3.58
18182000,10,31.388833,-97.197799,66947.18,108.6,20.44,78.57,4.75,-56.5,61.6,-12.51,-6.77,2.56,-0.03,0,0.66,1.94,-4.17,3.55
18182100,10,31.388809,-97.197708,66958.66,108.6,20.44,78.57,4.81,-56.25,61.6,-12.27,-6.84,2.44,-0.03,0.01,0.66,2.08,-4.24,3.53
18182200,10,31.388784,-97.197601,66969.82,106.22,23.49,78.57,4.81,-56.25,61.2,-12.57,-7.02,2.56,-0.04,0,0.66,2.15,-4.48,3.55
18182200,10,31.388784,-97.197601,66969.82,106.22,23.49,78.41,4.81,-56.5,61.2,-12.27,-7.08,2.69,-0.03,0,0.67,2.03,-4.56,3.56
18182300,10,31.388755,-97.197502,66980.65,110.72,23.12,78.57,4.75,-56.5,61,-12.63,-7.26,2.56,-0.04,0.01,0.66,1.84,-4.56,3.59
18182400,10,31.388717,-97.197395,66992.78,114.61,23.94,78.41,4.81,-56.5,61.6,-12.33,-7.08,2.56,-0.04,0,0.65,1.71,-4.39,3.59
18182500,10,31.388673,-97.197288,67004.6,114.61,23.94,78.57,4.81,-56.5,61.6,-12.94,-6.77,2.62,-0.04,0,0.67,1.74,-4.24,3.56
18182500,10,31.388673,-97.197288,67004.6,114.61,23.94,78.17,4.75,-56.5,61.2,-12.51,-6.9,2.5,-0.04,0,0.65,1.83,-4.19,3.56
18182600,10,31.388624,-97.197181,67018.05,114.61,23.94,78.41,4.81,-56.5,61.2,-12.57,-7.02,2.38,-0.04,0,0.64,2.04,-4.16,3.55
18182700,10,31.388578,-97.197067,67031.17,117.51,25.04,78.41,4.81,-56.5,61.2,-12.63,-6.65,2.69,-0.04,0.01,0.65,2.17,-4.35,3.55
18182800,10,31.38853,-97.196968,67043.32,117.51,25.04,78.41,4.81,-56.5,61.2,-12.27,-6.9,2.38,-0.04,0,0.66,2.15,-4.49,3.56
18182800,10,31.38853,-97.196968,67043.32,117.51,25.04,78.41,4.81,-56.5,61.3,-12.45,-6.9,2.56,-0.04,0,0.65,2.04,-4.6,3.59
18182900,10,31.388486,-97.196884,67043.32,123.94,20.48,78.17,4.81,-56.5,61.6,-12.21,-6.9,2.5,-0.04,0,0.66,1.88,-4.61,3.61
18183000,10,31.388441,-97.1968,67068.9,121.44,21.25,78.41,4.81,-56.5,61.6,-12.63,-6.77,2.44,-0.04,0,0.67,1.81,-4.58,3.62
18183000,10,31.388441,-97.1968,67068.9,121.44,21.25,78.41,4.81,-56.5,61.6,-12.33,-7.08,2.44,-0.04,0,0.65,1.72,-4.49,3.61
18183100,10,31.388397,-97.196716,67081.7,118.22,21.75,78.17,4.81,-56.5,61.6,-12.45,-6.96,2.69,-0.04,0,0.65,1.68,-4.3,3.61
18183200,10,31.388359,-97.196632,67096.14,118.22,21.75,78.02,4.81,-56.75,61.1,-12.39,-7.14,2.56,-0.04,0,0.64,1.74,-4.21,3.59
18183300,10,31.388324,-97.196548,67109.58,110.64,19.45,78.02,4.81,-56.75,61.6,-12.39,-6.71,2.62,-0.04,0,0.64,1.8,-4.15,3.59
18183400,10,31.388299,-97.196456,67122.71,110.64,19.45,78.17,4.81,-56.75,61.6,-12.27,-6.9,2.56,-0.04,0,0.66,1.86,-4.12,3.57
18183400,10,31.388299,-97.196456,67122.71,110.64,19.45,78.17,4.81,-56.75,61.1,-12.45,-6.77,2.32,-0.05,0,0.66,1.86,-4.15,3.54
18183500,10,31.38828,-97.196357,67122.71,101.93,24.35,78.17,4.81,-56.5,61.6,-12.57,-7.02,2.56,-0.05,0,0.64,1.85,-4.17,3.56
18183600,10,31.388265,-97.196243,67144.69,101.93,24.35,78.17,4.81,-56.5,61.6,-12.33,-6.77,2.62,-0.05,0,0.66,1.9,-4.13,3.54
18183700,10,31.388248,-97.196136,67155.85,101.17,23.02,78.02,4.88,-56.5,61.3,-12.45,-6.77,2.5,-0.05,0,0.67,1.97,-4.17,3.55
18183700,10,31.388248,-97.196136,67155.85,101.17,23.02,77.78,4.81,-56.5,61.3,-12.51,-7.02,2.56,-0.05,0,0.67,1.99,-4.14,3.55
18183800,10,31.388231,-97.196029,67167.33,101.17,23.02,78.02,4.81,-56.5,61.1,-12.7,-6.84,2.56,-0.05,0,0.67,1.95,-4.15,3.55
18183900,9,31.388214,-97.195915,67179.46,100.92,25.44,77.78,4.81,-56.5,61.6,-12.27,-6.59,2.69,-0.05,0,0.68,1.86,-4.17,3.55
18184000,10,31.388195,-97.195793,67190.95,100.92,25.44,78.02,4.81,-56.5,61.6,-12.57,-6.96,2.69,-0.04,0,0.65,1.78,-4.18,3.55
18184000,10,31.388195,-97.195793,67190.95,100.92,25.44,77.78,4.81,-56.5,61.3,-12.15,-7.08,2.44,-0.05,0,0.65,1.74,-4.23,3.57
18184100,10,31.388174,-97.195663,67190.95,100.48,27.55,78.02,4.88,-56.5,61.3,-12.51,-7.08,2.56,-0.04,0,0.65,1.75,-4.28,3.55
18184200,10,31.388151,-97.195533,67190.95,101.7,25.23,78.02,4.81,-56.5,61.2,-12.57,-6.59,2.99,-0.04,0,0.63,1.74,-4.36,3.56
18184300,10,31.388126,-97.195419,67227.69,103.41,25.14,77.78,4.81,-56.5,61.6,-12.39,-6.84,2.75,-0.04,0,0.62,1.77,-4.45,3.58
18184300,10,31.388126,-97.195419,67227.69,103.41,25.14,78.02,4.81,-56.5,61.6,-12.39,-6.71,2.75,-0.04,0,0.63,1.84,-4.51,3.57
18184400,10,31.388095,-97.195304,67240.49,103.41,25.14,77.78,4.81,-56.5,61.3,-12.15,-6.65,2.69,-0.03,0.12,0.63,1.97,-4.59,3.58
18184500,10,31.388055,-97.195182,67253.94,111.28,28.72,77.78,4.81,-56.5,61.6,-12.21,-6.96,2.5,-0.04,0,0.64,2.11,-4.59,3.6
18184600,10,31.388008,-97.195053,67264.44,111.28,28.72,77.78,4.88,-56.5,61.6,-12.33,-6.96,2.5,-0.04,0,0.66,2.19,-4.48,3.58
18184700,10,31.387964,-97.194931,67273.96,113.93,28.99,77.78,4.81,-56.5,61.6,-12.39,-6.84,2.81,-0.04,0,0.68,2.13,-4.25,3.55
18184700,10,31.387964,-97.194931,67273.96,113.93,28.99,77.62,4.81,-56.25,61.6,-12.27,-7.14,2.5,-0.04,0,0.69,1.99,-4.15,3.54
18184800,10,31.387922,-97.194801,67273.96,110.62,29.58,77.62,4.88,-56.25,61.4,-12.27,-7.2,2.5,-0.04,0,0.67,1.8,-4.22,3.56
18184900,10,31.38788,-97.194671,67293.64,110.4,30.24,77.62,4.88,-56.25,61.7,-12.63,-7.02,2.5,-0.04,0,0.67,1.71,-4.37,3.6
18184900,10,31.38788,-97.194671,67293.64,110.4,30.24,77.62,4.81,-56.25,61.7,-12.57,-6.53,2.26,-0.03,0,0.65,1.76,-4.53,3.62
18185000,10,31.38784,-97.194534,67303.48,110.4,30.24,77.62,4.81,-56.25,61.2,-12.51,-6.9,2.56,-0.03,0,0.63,2,-4.68,3.64
18185100,10,31.387796,-97.194404,67313.65,110.4,30.24,77.39,4.88,-56.25,61.2,-12.21,-6.77,2.32,-0.03,0,0.64,2.21,-4.42,3.58
18185200,10,31.387763,-97.194259,67323.5,104.66,31.22,77.39,4.88,-56.25,61.3,-12.45,-6.65,2.5,-0.02,0,0.64,2,-4.19,3.55
18185300,10,31.387735,-97.194114,67333.66,104.66,31.22,77.62,4.81,-56,61.3,-12.57,-6.96,2.5,-0.03,0,0.64,1.79,-4.25,3.55
18185300,10,31.387735,-97.194114,67333.66,104.66,31.22,77.39,4.88,-56,61.3,-12.57,-6.96,2.38,-0.02,0,0.67,1.78,-4.43,3.57
18185400,10,31.387704,-97.193977,67343.84,105.19,30.94,77.39,4.88,-56,61.2,-12.27,-6.84,2.44,-0.03,0,0.69,2.02,-4.62,3.6
18185500,10,31.38767,-97.19384,67354.01,107.68,30.4,77.62,4.88,-56,61.7,-12.39,-6.9,2.2,-0.02,0,0.68,2.22,-4.44,3.6
18185500,10,31.38767,-97.19384,67354.01,107.68,30.4,77.62,4.88,-56,61.7,-12.33,-7.08,2.5,-0.02,0,0.68,2.06,-4.17,3.55
18185600,10,31.387634,-97.193702,67365.82,107.97,30.31,77.39,4.88,-55.75,61.7,-12.39,-7.26,2.38,-0.02,0,0.64,1.77,-4.37,3.55
18185700,10,31.387599,-97.193565,67378.28,107.97,30.31,77.39,4.88,-55.75,61.4,-12.51,-6.96,2.32,-0.01,0,0.64,1.95,-4.53,3.55
18185800,10,31.387557,-97.193435,67390.1,111.09,29.37,77.39,4.88,-55.75,61.7,-12.63,-6.9,2.5,-0.02,0.12,0.68,2.13,-4.43,3.54
18185900,10,31.387508,-97.193313,67399.94,111.09,29.37,77.39,4.88,-55.75,61.7,-12.33,-6.77,2.56,-0.02,0,0.67,2.07,-4.15,3.56
18185900,10,31.387508,-97.193313,67399.94,111.09,29.37,77.23,4.88,-55.75,61.7,-12.21,-6.71,2.69,-0.02,0,0.64,1.75,-4.11,3.61
18190000,10,31.387447,-97.193191,67399.94,124.1,29.11,77.39,4.88,-55.75,61.7,-12.21,-6.84,2.5,-0.01,0,0.67,1.74,-4.51,3.61
18190100,10,31.387384,-97.193084,67420.28,124.1,29.11,77.39,4.94,-55.5,61.7,-12.27,-6.84,2.44,-0.02,0,0.66,2.06,-4.53,3.56
18190200,10,31.387329,-97.19297,67431.76,116.99,28.47,77.23,4.88,-55.5,61.4,-12.27,-6.84,2.38,-0.01,0,0.65,2.05,-4.25,3.54
18190200,10,31.387329,-97.19297,67431.76,116.99,28.47,77.39,4.94,-55.5,61.4,-12.27,-7.02,2.5,-0.02,0,0.66,1.83,-4.2,3.55
18190300,10,31.387273,-97.192848,67443.57,116.99,28.47,77.39,4.88,-55.5,61.3,-12.51,-6.9,2.5,-0.01,0,0.67,1.7,-4.47,3.63
18190400,10,31.387207,-97.192733,67456.03,124.69,29.92,77.23,4.88,-55.5,61.8,-12.39,-6.84,2.62,-0.01,0,0.64,2.06,-4.69,3.66
18190500,10,31.38714,-97.192611,67467.53,124.69,29.92,77.23,4.88,-55.5,61.8,-12.21,-6.9,2.14,-0.01,0,0.66,2.2,-4.32,3.57
18190500,10,31.38714,-97.192611,67467.53,124.69,29.92,77.39,4.94,-55.5,61.8,-12.27,-7.26,2.62,0,0,0.67,1.9,-4.17,3.54
18190600,10,31.387084,-97.192489,67467.53,115.14,30.67,77.23,4.88,-55.5,61.6,-12.45,-6.9,2.2,0,0,0.66,1.83,-4.55,3.58
18190700,10,31.387027,-97.192359,67489.5,115.04,31.16,77.39,4.88,-55.25,61.8,-12.51,-6.77,2.38,0,0,0.66,2.17,-4.44,3.58
18190800,10,31.386972,-97.192222,67501.64,115.78,32.14,77.39,4.88,-55.25,61.8,-12.27,-7.02,2.56,0,0,0.65,1.96,-4.1,3.6
